QueryNum DocId Rel TitleLen BodyLen 
303 APW19980609.1531 2 9 94
303 APW19980610.1778 1 8 727
303 APW19980715.1061 2 9 619
303 APW19980910.1078 0 9 256
303 APW19980921.0915 0 8 169
303 APW19981008.1253 2 7 403
303 APW19981009.0469 0 7 316
303 APW19981020.1367 0 6 217
303 APW19981117.0121 0 8 350
303 APW19981117.0914 0 10 345
303 APW19981230.0800 0 7 732
303 APW19990103.0035 0 6 674
303 APW19990106.0156 2 4 597
303 APW19990107.0299 0 4 513
303 APW19990108.0103 2 4 286
303 APW19990108.0175 0 4 513
303 APW19990108.0283 2 4 286
303 APW19990120.0256 0 6 326
303 APW19990209.0272 0 6 3583
303 APW19990209.0343 2 6 261
303 APW19990209.0357 2 6 261
303 APW19990209.0359 2 6 261
303 APW19990210.0167 2 6 261
303 APW19990210.0168 2 6 261
303 APW19990210.0356 2 6 261
303 APW19990210.0359 2 6 261
303 APW19990224.0040 2 5 568
303 APW19990224.0042 2 5 568
303 APW19990310.0063 0 5 409
303 APW19990310.0167 0 5 424
303 APW19990310.0227 0 7 784
303 APW19990311.0166 0 5 424
303 APW19990414.0120 2 5 683
303 APW19990414.0141 2 5 689
303 APW19990414.0198 2 5 689
303 APW19990416.0258 0 5 346
303 APW19990416.0302 0 5 346
303 APW19990417.0073 0 5 301
303 APW19990417.0118 0 5 301
303 APW19990423.0194 0 3 457
303 APW19990428.0195 0 4 319
303 APW19990516.0013 2 5 1143
303 APW19990516.0127 2 5 1143
303 APW19990519.0068 2 5 223
303 APW19990519.0070 2 5 223
303 APW19990519.0141 2 5 223
303 APW19990525.0223 1 6 683
303 APW19990601.0014 0 5 567
303 APW19990601.0297 0 5 726
303 APW19990601.0311 0 5 567
303 APW19990602.0039 1 4 694
303 APW19990602.0158 0 5 686
303 APW19990606.0052 0 5 702
303 APW19990606.0054 0 5 702
303 APW19990607.0194 0 3 542
303 APW19990607.0197 0 3 542
303 APW19990624.0050 0 4 297
303 APW19990624.0293 0 4 366
303 APW19990630.0303 0 6 232
303 APW19990709.0255 0 6 669
303 APW19990718.0024 0 5 692
303 APW19990723.0029 0 5 628
303 APW19990724.0076 0 4 521
303 APW19990731.0003 0 6 836
303 APW19990731.0045 0 6 836
303 APW19990731.0224 0 6 836
303 APW19990806.0310 0 7 402
303 APW19990811.0318 0 6 667
303 APW19990812.0160 0 4 113
303 APW19990824.0111 0 5 341
303 APW19990824.0166 0 5 171
303 APW19990826.0244 1 6 441
303 APW19990903.0123 0 4 604
303 APW19990903.0206 0 4 551
303 APW19990909.0053 0 5 157
303 APW19990917.0064 0 5 188
303 APW19990922.0248 0 6 500
303 APW19991006.0154 1 4 397
303 APW19991006.0285 1 4 426
303 APW19991007.0315 0 5 172
303 APW19991013.0171 0 6 489
303 APW19991031.0144 0 5 96
303 APW20000129.0082 0 5 2223
303 APW20000321.0096 0 6 184
303 APW20000424.0192 0 3 430
303 APW20000426.0251 0 3 448
303 APW20000512.0102 0 5 759
303 APW20000609.0011 0 6 571
303 APW20000613.0088 0 4 328
303 APW20000826.0011 0 4 684
303 NYT19980601.0308 0 10 978
303 NYT19980611.0392 2 0 311
303 NYT19980615.0134 0 7 1291
303 NYT19980629.0195 0 10 1597
303 NYT19980701.0228 0 1 863
303 NYT19980716.0050 0 9 576
303 NYT19980728.0174 1 0 1792
303 NYT19980728.0175 1 0 1792
303 NYT19980729.0210 1 0 1792
303 NYT19980729.0211 1 0 1792
303 NYT19980730.0107 1 0 1792
303 NYT19980730.0108 1 0 1792
303 NYT19980803.0202 0 12 2267
303 NYT19980804.0104 1 0 1792
303 NYT19980804.0105 1 0 1792
303 NYT19980811.0096 1 0 1792
303 NYT19980811.0097 1 0 1792
303 NYT19981007.0265 2 9 915
303 NYT19981008.0282 2 1 330
303 NYT19981008.0324 2 1 330
303 NYT19981008.0331 2 4 701
303 NYT19981008.0371 2 8 674
303 NYT19981012.0245 0 6 1600
303 NYT19981019.0198 2 6 1085
303 NYT19981019.0200 0 1 1157
303 NYT19981024.0065 0 8 1989
303 NYT19981123.0242 2 8 647
303 NYT19981123.0382 2 1 432
303 NYT19981228.0315 1 8 1110
303 NYT19990103.0248 1 0 698
303 NYT19990106.0221 2 8 834
303 NYT19990107.0373 2 7 417
303 NYT19990108.0368 2 6 1090
303 NYT19990111.0263 0 4 1850
303 NYT19990120.0443 0 9 340
303 NYT19990129.0397 0 12 1064
303 NYT19990129.0488 0 12 2032
303 NYT19990208.0200 0 7 2654
303 NYT19990211.0114 2 9 572
303 NYT19990310.0333 2 7 877
303 NYT19990310.0503 0 10 547
303 NYT19990311.0042 0 1 331
303 NYT19990314.0069 0 0 401
303 NYT19990329.0296 2 8 393
303 NYT19990419.0260 2 7 1514
303 NYT19990520.0073 2 1 533
303 NYT19990525.0358 1 8 792
303 NYT19990526.0001 1 8 791
303 NYT19990526.0034 2 1 1012
303 NYT19990531.0231 0 7 794
303 NYT19990601.0311 2 8 815
303 NYT19990605.0071 1 5 1052
303 NYT19990605.0072 1 5 1052
303 NYT19990607.0082 1 5 1052
303 NYT19990607.0083 1 5 1052
303 NYT19990607.0234 0 6 1215
303 NYT19990609.0289 0 1 2159
303 NYT19990712.0218 0 1 781
303 NYT19990718.0148 0 1 1106
303 NYT19990718.0155 0 8 669
303 NYT19990719.0430 0 7 815
303 NYT19990723.0219 0 5 563
303 NYT19990723.0236 0 10 628
303 NYT19990727.0136 0 6 21
303 NYT19990727.0137 0 6 21
303 NYT19990727.0277 0 8 916
303 NYT19990809.0281 0 7 304
303 NYT19990812.0387 0 9 571
303 NYT19990813.0203 0 8 232
303 NYT19990816.0275 0 6 1560
303 NYT19990821.0112 0 4 2646
303 NYT19990823.0099 0 4 3095
303 NYT19990823.0100 0 4 3095
303 NYT19990826.0251 0 7 537
303 NYT19990826.0338 0 9 666
303 NYT19990830.0291 0 10 972
303 NYT19990909.0337 0 8 255
303 NYT19990922.0221 0 0 435
303 NYT19990922.0227 0 0 435
303 NYT19990927.0283 0 9 1088
303 NYT19991026.0072 0 3 495
303 NYT19991026.0073 1 3 495
303 NYT19991026.0074 1 3 495
303 NYT19991026.0075 1 3 495
303 NYT19991028.0083 1 3 495
303 NYT19991028.0084 1 3 495
303 NYT19991028.0085 1 3 495
303 NYT19991028.0086 1 3 495
303 NYT19991101.0274 0 7 478
303 NYT19991105.0298 0 12 559
303 NYT19991115.0309 0 10 441
303 NYT19991115.0396 0 5 471
303 NYT19991206.0115 0 6 887
303 NYT19991208.0204 0 0 478
303 NYT19991208.0265 0 1 438
303 NYT19991208.0415 0 6 502
303 NYT19991209.0105 0 0 711
303 NYT19991210.0254 0 8 1217
303 NYT19991210.0256 0 8 1217
303 NYT19991213.0281 0 8 971
303 NYT19991213.0349 0 7 343
303 NYT19991214.0113 0 8 1217
303 NYT19991214.0114 0 8 1217
303 NYT19991214.0327 0 8 743
303 NYT19991215.0229 2 6 1001
303 NYT19991215.0237 0 11 695
303 NYT19991216.0153 0 0 625
303 NYT19991216.0309 0 8 658
303 NYT19991216.0319 0 1 688
303 NYT19991217.0144 0 1 590
303 NYT19991217.0238 0 1 590
303 NYT19991217.0338 0 10 490
303 NYT19991219.0272 0 8 1132
303 NYT19991220.0184 0 1 344
303 NYT19991220.0295 0 1 523
303 NYT19991220.0383 0 6 588
303 NYT19991221.0114 0 1 826
303 NYT19991221.0249 0 1 298
303 NYT19991221.0351 0 7 835
303 NYT19991222.0420 0 8 533
303 NYT19991222.0449 0 6 926
303 NYT19991223.0154 0 1 1096
303 NYT19991223.0247 0 1 1284
303 NYT19991223.0308 0 8 648
303 NYT19991223.0360 0 5 680
303 NYT19991223.0384 0 8 656
303 NYT19991227.0211 0 1 418
303 NYT19991227.0331 0 1 431
303 NYT19991227.0400 0 7 838
303 NYT19991228.0262 0 5 247
303 NYT20000106.0089 2 0 702
303 NYT20000110.0265 0 1 842
303 NYT20000113.0328 0 11 828
303 NYT20000113.0338 0 11 828
303 NYT20000118.0362 0 10 364
303 NYT20000119.0403 0 9 899
303 NYT20000124.0209 0 11 946
303 NYT20000124.0210 0 6 1053
303 NYT20000128.0178 1 6 1142
303 NYT20000208.0275 0 9 1622
303 NYT20000209.0330 0 8 357
303 NYT20000210.0062 0 0 1137
303 NYT20000210.0063 0 0 349
303 NYT20000217.0462 0 6 523
303 NYT20000222.0285 0 6 722
303 NYT20000306.0518 0 6 306
303 NYT20000418.0059 0 6 802
303 NYT20000427.0037 0 7 859
303 NYT20000518.0275 1 10 1001
303 NYT20000529.0117 0 4 647
303 NYT20000602.0091 0 1 234
303 NYT20000602.0092 0 1 234
303 NYT20000602.0093 0 10 507
303 NYT20000605.0264 2 8 726
303 NYT20000723.0191 0 1 253
303 NYT20000725.0429 0 11 739
303 NYT20000731.0086 0 2 77
303 NYT20000731.0090 0 2 77
303 NYT20000731.0092 0 2 77
303 NYT20000731.0094 0 2 77
303 NYT20000731.0096 0 2 77
303 NYT20000731.0098 0 2 77
303 NYT20000803.0138 0 2 77
303 NYT20000803.0140 0 2 77
303 NYT20000803.0142 0 2 77
303 NYT20000803.0144 0 2 77
303 NYT20000928.0216 0 0 2472
303 XIE19960129.0147 0 5 431
303 XIE19960227.0025 0 5 235
303 XIE19960309.0139 0 10 245
303 XIE19960309.0141 0 10 354
303 XIE19960314.0245 0 11 154
303 XIE19960315.0273 0 6 621
303 XIE19960316.0180 0 8 254
303 XIE19960319.0175 0 6 333
303 XIE19960326.0106 0 5 292
303 XIE19960416.0163 0 7 267
303 XIE19960423.0104 0 7 252
303 XIE19960503.0239 0 8 135
303 XIE19960523.0017 0 7 195
303 XIE19960610.0087 0 7 173
303 XIE19960617.0065 1 7 264
303 XIE19960627.0184 0 7 234
303 XIE19960709.0116 1 6 179
303 XIE19961026.0017 0 6 172
303 XIE19961030.0213 0 8 342
303 XIE19961108.0181 0 8 277
303 XIE19961119.0292 0 4 277
303 XIE19961207.0059 0 7 353
303 XIE19961227.0066 0 5 168
303 XIE19970102.0045 0 7 190
303 XIE19970119.0065 0 9 307
303 XIE19970203.0206 0 8 169
303 XIE19970211.0046 0 7 282
303 XIE19970211.0115 0 6 62
303 XIE19970221.0084 0 6 168
303 XIE19970421.0002 0 6 108
303 XIE19970422.0104 0 5 232
303 XIE19970513.0108 0 7 195
303 XIE19970620.0055 0 8 260
303 XIE19970702.0028 0 7 285
303 XIE19970715.0118 0 6 382
303 XIE19970724.0102 0 7 291
303 XIE19970730.0025 0 4 209
303 XIE19970807.0103 0 9 200
303 XIE19970817.0029 0 7 203
303 XIE19970822.0295 0 5 209
303 XIE19970902.0120 0 6 309
